	Method	Analyte	lprobe	lflourines	lhydrogen	hhydrogen	hcarbons	Probe	Avg	SD	smiles	formula	f_obj_selectivity	f_obj_error_selectivity	f_obj_sensitivity	f_obj_error_sensitivity	sds_sensitivity	sds_sensitivityError	smilesValid	pc0	pc1	pc2	pc3	pc4
84	PBMD-4CVS-GPU	PFOSD	9	11	13	0	2	C9Cl11/P(CH3)2	-6.004723139084917	0.7712986541924065	CP(C)CCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C11H14Cl11P	2.0393060281928728	0.8901702019206691	-6.004723139084917	0.7712986541924065	-8.04402916727779	0.4444112672159283	True	1.026749849319458	-7.725007057189941	-2.8454346656799316	-0.5191739797592163	-0.5168367028236389
94	PBMD-4CVS-GPU	PFOSD	13	0	32	0	2	C13Br0/P(CH3)2	-5.024277706526646	0.7108377473620514	CCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)P(C)C	C15H23Br10P	2.6409516775912305	0.7929311077269403	-5.024277706526646	0.7108377473620514	-7.665229384117876	0.3513537228012776	True	6.637307643890381	-1.365655779838562	-2.9167613983154297	0.6177666783332825	-0.8977701663970947
95	PBMD-4CVS-GPU	PFOSD	13	0	32	0	2	C13Br0/N(CH3)2	-6.7241522989446105	0.738411270468228	CCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)N(C)C	C15H23Br10N	1.7772956948634109	0.7630370885823682	-6.7241522989446105	0.738411270468228	-8.501447993808021	0.192287269983622	True	7.707525253295898	-0.4381123185157776	-3.3567302227020264	0.045425571501255035	-1.3728843927383423
101	PBMD-4CVS-GPU	PFOSD	9	13	11	0	2	C9Cl13/N(CH3)2	-6.511716397286404	0.0423867464043763	CN(C)CCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C11H12Cl13N	1.456629415995386	0.7854544881602064	-6.511716397286404	0.0423867464043763	-7.96834581328179	0.7843099621324868	True	13.390680313110352	-5.100717544555664	-3.1740105152130127	0.15919041633605957	-0.8891963958740234
105	PBMD-4CVS-GPU	PFOSD	9	15	5	-1	-1	C9F15	-4.690798181487308	0.6042900426262205	CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	C9H5F15	-0.7752770324089053	0.801034138064639	-4.690798181487308	0.6042900426262205	-3.9155211490784025	0.5258224365009158	True	15.0291109085083	-2.80526065826416	1.9641104936599731	-5.747755527496338	-0.31833815574645996
108	PBMD-4CVS-GPU	PFOSD	9	0	26	0	3	C9Br0/N(CH3)3	-5.719278827310167	0.2312603801774894	C[N+](C)(C)CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C12H15Br13N	0.3199087570697321	0.26182069294610544	-5.719278827310167	0.2312603801774894	-6.039187584379899	0.1227546814379879	True	15.834153175354004	-2.726583242416382	-2.115170955657959	2.8133246898651123	0.019881226122379303
111	PBMD-4CVS-GPU	PFOSD	10	15	9	1	1	C10Cl15/PH1(CH3)1	-6.232100448191424	0.4191588480832712	CPCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C11H10Cl15P	2.8737998102277604	0.559719369709039	-6.232100448191424	0.4191588480832712	-9.105900258419185	0.3709334615547499	True	20.44161033630371	-6.283207893371582	-2.9878814220428467	-0.9341335892677307	1.0591847896575928
130	PBMD-4CVS-GPU	PFOSD	10	15	11	0	2	C10Cl15/N(CH3)2	-6.28609168593766	0.2375430326495713	CN(C)CCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C12H12Cl15N	2.0262700566718808	0.292736376350071	-6.28609168593766	0.2375430326495713	-8.312361742609541	0.1710786184133339	True	26.619945526123047	-3.546107053756714	-3.6193952560424805	-0.5672121644020081	-1.4108060598373413
134	PBMD-4CVS-GPU	PFOSD	9	0	26	0	3	C9Br0/N(CH3)3	-3.917471200366821	0.6830352414849488	C[N+](C)(C)CCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C12H13Br15N	4.265425613212791	1.1455348672620118	-3.917471200366821	0.6830352414849488	-8.182896813579612	0.9196265497486426	True	28.590787887573242	-1.2954226732254028	-1.787603735923767	5.294334411621094	0.3284735083580017
135	PBMD-4CVS-GPU	PFOSD	12	0	30	0	2	C12Br0/N(CH3)2	-5.9967925457813225	0.8586613334864336	CN(C)CCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C14H16Br15N	3.872079295131601	0.8808264955460927	-5.9967925457813225	0.8586613334864336	-9.868871840912924	0.1963568935161446	True	29.05340576171875	-0.7770636081695557	-0.2248566746711731	4.285861492156982	1.4698522090911865
165	PBMD-4CVS-GPU	PFOSD	10	18	6	1	1	C10Cl18/NH1(CH3)1	-5.358728917705167	0.9380438896171598	CNC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(C)(Cl)Cl	C11H7Cl18N	2.7664770149392863	1.0645545401315226	-5.358728917705167	0.9380438896171598	-8.125205932644453	0.5033388819339782	True	39.63782501220703	1.294012427330017	-7.32080078125	-3.5433759689331055	0.6396234035491943
198	PBMD-4CVS-GPU	PFOSD	12	19	13	0	3	C12Cl19/N(CH3)3	-7.011603338654415	0.6893481153681696	C[N+](C)(C)CCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C15H15Cl19N	1.4561567705092147	0.7878699468343273	-7.011603338654415	0.6893481153681696	-8.46776010916363	0.3814947299283156	True	48.01837158203125	-0.30370786786079407	-3.0110256671905518	1.474416971206665	-3.008899450302124
217	PBMD-4CVS-GPU	PFOSD	12	23	5	1	1	C12Cl23/NH1(CH3)1	-6.461088406741646	1.4657754405398284	CNCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl	C13H6Cl23N	2.5528052431175157	1.5247740605356426	-6.461088406741646	1.4657754405398284	-9.013893649859162	0.4200455851364507	True	54.00572204589844	2.605614423751831	-0.12206025421619415	5.2587385177612305	-6.025765895843506
218	PBMD-4CVS-GPU	PFOSD	11	0	28	0	2	C11Br0/N(CH3)2	-7.312260529954464	0.0821063938492799	CN(C)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br	C13H6Br23N	4.389376819239204	0.7817834641217856	-7.312260529954464	0.0821063938492799	-11.701637349193668	0.7774599184931182	True	54.19902038574219	8.755706787109375	-0.654107928276062	3.5947303771972656	2.224757194519043
